,,,,,,,,,,,,,SAMPLE_NAME,GEOR-00089,GEOR-00090,GEOR-00091,GEOR-00092,GEOR-00093,GEOR-00094,GEOR-00095,GEOR-00096,GEOR-00097,GEOR-00098,GEOR-00099,GEOR-00100,GEOR-00101,GEOR-00102,GEOR-00103,GEOR-00104,GEOR-00105,GEOR-00106,GEOR-00107,GEOR-00108
369,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,15681,LC/MS Pos,100000096,1150,146.09241,463-003;463-00-3,500,486,C01035,HMDB03464,1.5227,1.0941,1.2962,1.3937,0.9359,1.9765,1.8975,1.6944,1.6783,2.1097,1.1744,1.0024,1.0188,0.9780,0.9039,1.0250,1.0604,0.9976,0.8499,0.8670
1219,4-hydroxybutyrate (GHB),Lipid,"Fatty Acid, Monohydroxy",34585,LC/MS Polar,100001507,1765,103.04006,502-85-2,10413,9984,C00989,HMDB00710,1.2037,1.0000,1.2209,0.8709,0.8142,0.4063,0.9867,0.9690,0.9146,0.4063,0.9139,1.6161,1.2174,0.9782,0.9363,0.6187,1.0343,1.1031,1.0714,0.6752
118,4-hydroxyphenylpyruvate,Amino Acid,Phenylalanine and Tyrosine Metabolism,1669,LC/MS Neg,1141,1690.1,179.03498,156-39-8,979,954,C01179,HMDB00707,0.8677,0.5847,0.8606,0.5638,0.7772,1.3329,1.2911,0.9022,0.7791,3.0107,0.8857,0.4957,1.0634,0.8658,0.8738,1.0171,1.3345,0.8601,0.4067,0.8797
69,4-imidazoleacetate,Amino Acid,Histidine Metabolism,32349,LC/MS Pos,100001207,757,127.05021,645-65-8,96215,86856,C02835,HMDB02024,1.3084,0.9279,0.5173,0.8950,0.9862,2.0599,1.5319,0.8877,1.3295,3.7593,1.4678,1.1187,0.5362,0.7628,1.7571,1.2792,1.0640,0.5985,0.7164,1.1239
237,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22116,LC/MS Neg,100000551,2170,129.05571,816-66-0,70,69,C00233,HMDB00695,1.0497,0.5541,0.3154,0.3478,1.1865,1.6771,2.0435,0.4842,0.8938,9.7051,0.7797,0.7341,0.4139,0.4355,3.3492,0.5794,0.8568,0.4385,0.3600,0.7885
976,5-dodecenoate (12:1n7),Lipid,Medium Chain Fatty Acid,33968,LC/MS Neg,100001232,5224,197.1547,2430-94-6,5312378,4471803,,HMDB00529,0.8156,0.5474,0.9893,0.6785,1.0838,1.6352,1.2934,1.7970,2.3873,3.5822,1.4363,0.8646,1.6630,1.1881,2.1773,1.0950,1.0363,2.1144,0.7214,1.4386
2543,5-methyltetrahydrofolate (5MeTHF),Cofactors and Vitamins,Folate Metabolism,18330,LC/MS Neg,1244,1820,458.17935,68703-91-3;68792-52-9,146,143,C00440,HMDB01396,4.7595,2.2440,1.5088,6.7401,2.1693,0.5452,2.5610,1.7856,6.7326,0.0774,4.4375,2.3676,2.0552,6.4325,0.0917,3.6906,2.2378,2.0296,6.3145,2.1006
360,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,1419,LC/MS Pos,212,2444.9,298.09684,2457-80-9,439176,388321,C00170,HMDB01173,0.3543,0.9538,0.4893,0.4503,0.6449,1.3622,1.0863,0.5728,0.5097,2.6023,0.3750,0.5123,0.3314,0.4301,1.2714,0.3169,0.7889,0.3995,0.3950,0.5884
2437,5-methyluridine (ribothymidine),Nucleotide,"Pyrimidine Metabolism, Uracil containing",35136,LC/MS Neg,100001446,1778.1,257.07791,1463-10-1,445408,393058,,HMDB00884,0.6672,0.8636,0.2837,0.6114,0.6249,1.6653,0.9231,0.2628,0.9041,0.1945,0.4480,0.3253,0.2825,0.3182,0.2284,0.4637,0.1945,0.4487,0.5486,0.3403
379,5-oxoproline,Amino Acid,Glutathione Metabolism,1494,LC/MS Neg,1021,738.5,128.03531,98-79-3,7405,7127,C01879,HMDB00267,0.8483,0.8124,0.4071,0.5946,1.0442,1.1827,1.3048,0.4480,0.4952,2.1431,0.7966,0.6923,0.3893,0.5184,0.6939,0.6967,1.1773,0.4106,0.4176,0.9928
789,5-phosphoribosyl diphosphate (PRPP),Carbohydrate,Pentose Phosphate Pathway,36840,LC/MS Neg,166,570,308.97822,108321-05-7,7339,1012,C00119,HMDB00280,0.9851,0.2851,0.6162,0.3367,0.9334,2.6687,0.6794,0.9567,1.0104,6.4808,0.6781,0.7200,0.4934,0.7449,2.9175,0.9940,1.1153,0.3853,0.3479,1.3875
785,6-phosphogluconate,Carbohydrate,Pentose Phosphate Pathway,15442,LC/MS Neg,100000341,583.9,275.01735,921-62-0;53411-70-4,91493,82615,C00345,HMDB01316,0.2111,0.5385,0.4769,0.3002,0.4853,0.4360,0.6211,0.9412,1.0208,1.9698,0.5861,1.5993,0.3790,0.3562,1.6313,0.5090,0.8097,0.4855,0.4169,1.0003
1642,7-hydroxycholesterol (alpha or beta),Lipid,Sterol,47890,LC/MS Pos,100005999,6164,367.33594,,,,,,1.7452,0.8834,1.1580,1.2510,1.9627,0.2797,0.2006,0.0524,0.5817,0.0524,0.4955,2.2260,0.9544,2.1524,1.2711,1.3398,2.0753,1.3343,1.9401,1.4001
2405,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",35114,LC/MS Neg,100001456,1729.7,164.05778,578-76-7,11361,10883,C02242,HMDB00897,2.0936,1.6516,0.6161,1.8906,1.1270,1.3196,1.5084,0.6440,1.9872,1.2964,2.2297,1.4143,0.8621,1.7229,1.0640,1.8432,1.6578,0.9776,1.8798,0.9652
1165,acetyl CoA,Lipid,Fatty Acid Metabolism,43840,LC/MS Neg,1830,1691,403.55561,102029-73-2,444493,392413,C00024,HMDB01206,13.8249,4.7858,2.6482,3.7364,3.3830,1.7713,1.3368,0.4795,0.1464,0.1291,1.3443,0.2654,2.9469,5.0722,0.1291,1.0194,1.2693,1.6752,4.1783,0.2629
1193,acetylcarnitine,Lipid,Fatty Acid Metabolism(Acyl Carnitine),32198,LC/MS Pos,100000802,1166.9,204.12304,5080-50-2,1,5406074,C02571,HMDB00201,0.8100,1.2453,2.2345,1.1528,0.9091,0.5548,1.4237,2.7114,1.5977,2.1312,0.7263,0.9633,1.7089,0.7698,1.2321,0.5235,0.8052,1.5181,0.7489,0.6037
964,acetylphosphate,Energy,Oxidative Phosphorylation,15488,LC/MS Polar,1211,4013.9,138.98018,94249-01-1,186,181,C00227,HMDB01494,0.4170,0.5733,0.2610,0.1977,0.7450,2.1518,0.6928,0.7355,0.6762,2.9724,3.6191,0.8683,0.2380,0.2800,1.4403,3.4156,1.4906,0.5470,0.2438,3.6789
2370,adenine,Nucleotide,"Purine Metabolism, Adenine containing",554,LC/MS Neg,880,1680,134.04722,73-24-5,190,185,C00147,HMDB00034,0.5845,0.6570,0.5945,0.2036,0.4680,1.6842,0.9083,0.5913,0.4618,2.9590,0.3231,0.5099,0.4134,0.2126,1.1438,0.2818,0.6943,0.4224,0.1773,0.2907
2369,adenosine,Nucleotide,"Purine Metabolism, Adenine containing",555,LC/MS Pos,798,1625.3,268.10404,58-61-7,60961,54923,C00212,HMDB00050,0.7714,0.8825,0.5055,0.6402,0.6100,1.3183,0.9545,0.6731,0.3744,1.2332,1.0034,0.7564,0.9361,0.7136,0.3776,1.0807,1.3694,0.9966,0.7811,0.9945
2364,adenosine 2'-monophosphate (2'-AMP),Nucleotide,"Purine Metabolism, Adenine containing",36815,LC/MS Neg,100001694,1497.7,346.0558,130-49-4,94136,,C00946,HMDB11617,0.3747,0.6190,0.7365,0.5129,0.5053,0.4908,0.6028,1.1313,1.2501,1.6511,1.0660,1.3194,0.9480,0.6296,2.1964,0.9818,1.0182,1.1320,0.7915,1.4594
2365,"adenosine 3',5'-cyclic monophosphate (cAMP)",Nucleotide,"Purine Metabolism, Adenine containing",2831,LC/MS Neg,207,1952.2,328.04524,60-92-4,6076,268,C00575,HMDB00058,0.6696,0.7539,0.8223,0.7786,0.8132,0.9771,1.0291,0.7756,1.0735,2.9338,0.9919,0.8780,0.6863,0.8208,1.2506,0.9294,1.0398,0.8331,0.6419,1.1397
2363,adenosine 3'-monophosphate (3'-AMP),Nucleotide,"Purine Metabolism, Adenine containing",35142,LC/MS Pos,100001449,1470,348.07036,84-21-9,41211,10463793,C01367,HMDB03540,0.4799,0.4976,0.4229,0.3129,0.8495,0.8809,0.7068,0.6485,0.6059,1.8553,1.2835,0.6127,0.5057,0.4199,2.2714,1.2404,2.0761,0.7304,0.4198,2.1476
2361,adenosine 5'-diphosphate (ADP),Nucleotide,"Purine Metabolism, Adenine containing",3108,LC/MS Neg,208,680,426.02214,20398-34-9,6022,5800,C00008,HMDB01341,2.9777,1.7384,1.9963,3.4223,1.7888,1.4069,2.7358,1.7078,0.4586,0.8487,2.0068,0.5711,0.8989,2.3736,0.1806,1.9868,1.6343,0.8577,1.0747,1.2537
2505,adenosine 5'-diphosphoribose (ADP-ribose),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,558,LC/MS Neg,215,920,558.06439,68414-18-6,192,3674071,C00301,HMDB01178,0.4419,0.9324,0.0420,0.0787,0.4895,0.0407,0.4434,0.0272,0.0421,1.5938,1.1160,0.1057,0.0060,0.0451,1.1059,0.4097,0.8464,0.0060,0.0060,0.3759
2362,adenosine 5'-monophosphate (AMP),Nucleotide,"Purine Metabolism, Adenine containing",32342,LC/MS Pos,209,1208,348.07037,149022-20-8,6083,10239183,C00020,HMDB00045,1.2273,0.9131,0.8527,0.7775,1.0339,1.6050,1.1701,0.8688,0.3952,0.9402,1.0115,0.7386,1.1824,0.7406,0.3047,0.9885,1.0950,1.1087,0.7373,0.9180
2368,adenylosuccinate,Nucleotide,"Purine Metabolism, Adenine containing",18360,LC/MS Neg,1303,560,230.52974,19046-78-7,195,190,C03794,HMDB00536,0.9246,1.1301,0.6577,1.0445,1.2112,0.5786,1.2310,0.7508,1.0473,2.7285,0.4442,0.6554,0.6795,0.0770,1.1326,0.5338,1.0260,0.5776,0.6448,1.1990
1026,adrenate (22:4n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),32980,LC/MS Neg,100001193,5678,331.26425,2091-25-0,5497181,4445971,C16527,HMDB02226,0.5621,0.6365,0.4741,1.0778,0.5509,1.9115,0.1907,1.0366,2.0040,1.3611,1.2842,0.6056,0.4037,0.7477,1.8552,1.0600,0.4867,0.8288,1.0617,1.2318
24,alanine,Amino Acid,Alanine and Aspartate Metabolism,1126,LC/MS Polar,811,2780.3,88.0404,56-41-7,5950,5735,C00041,HMDB00161,2.5445,2.0765,1.7897,0.9927,1.8751,1.2556,1.6741,0.9380,1.0073,1.0556,1.5981,1.6921,1.4077,0.6587,0.4809,1.4457,1.4970,1.4330,0.8835,1.4147
417,alanylleucine,Peptide,Dipeptide,37093,LC/MS Pos,100001890,2165,203.13902,1638-60-4,259583,227831,,,0.7612,1.1188,1.9393,1.6391,1.5742,0.5524,0.7087,1.6289,1.0795,4.2848,0.8163,0.9948,1.0535,1.4544,0.8508,0.9200,0.9309,0.9735,1.0000,1.8479
264,allo-isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",46552,GC/MS,100005840,1325,158.1,,6950182;99288,89698,,,1.3556,1.3324,2.0501,1.2415,0.5087,0.8185,1.1941,1.0475,0.9797,0.5087,0.8852,0.8727,1.6071,0.8000,0.5322,0.6720,1.3134,1.1003,0.5087,0.7123
16,allo-threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",15142,LC/MS Polar,100000272,2511.1,118.05096,28954-12-3,99289,89699,C05519,HMDB04041,0.0623,0.8846,1.5096,1.6814,1.8233,0.0623,0.3525,2.0881,0.8427,0.0623,1.1027,1.0366,1.1896,1.4988,0.1341,1.1439,1.4898,0.0623,0.0623,1.0106
282,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22132,LC/MS Neg,100000706,1840,131.07136,10303-64-7,83697,75520,C03264,HMDB00746,1.2244,1.0839,0.4433,0.4609,1.0901,1.0051,1.8174,0.3850,0.9273,1.9047,0.9144,1.4220,0.4343,0.4309,0.7662,0.5774,1.1440,0.3168,0.3433,1.0303
949,alpha-ketoglutarate,Energy,TCA Cycle,528,LC/MS Polar,93,2700,145.01425,305-72-6;328-50-7;22202-68-2,51,50,C00026,HMDB00208,1.0847,0.9052,0.9812,0.7848,1.2491,1.5127,2.7950,0.8352,1.0188,1.8292,0.6703,0.8061,0.8552,0.7290,1.4212,0.7027,1.6057,0.7937,0.6199,0.8985
2524,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,1561,GC/MS,1105,2305.4,502.5,59-02-9;10191-41-0,14985,14265,C02477,HMDB01893,0.5206,0.7537,0.5206,2.1901,0.5206,0.5206,0.5206,0.5206,1.3451,0.5206,0.5656,0.9777,1.0000,1.4885,2.1903,0.5746,0.5206,1.4167,1.4932,1.4711
805,arabinose,Carbohydrate,Pentose Metabolism,575,GC/MS,828,1631.6,217,28697-53-2,66308,59687,C00216,HMDB00646,2.5238,1.2159,0.4980,1.8759,0.8836,0.8776,1.1797,0.2630,0.2630,0.2630,1.0058,0.7651,0.2630,0.2630,0.2630,1.0189,0.7333,0.2630,0.5686,0.2630
810,arabitol,Carbohydrate,Pentose Metabolism,38075,GC/MS,100000012,1687.5,307.1,7643-75-6,94154,84971,C01904,HMDB01851,0.6487,1.3914,0.5536,0.5349,1.0319,0.6214,0.9208,0.3803,0.4931,0.3449,0.4298,0.5400,0.6170,0.4960,0.7910,0.3449,0.3449,0.3449,0.4267,1.0799
997,arachidate (20:0),Lipid,Long Chain Fatty Acid,1118,LC/MS Neg,893,6295,311.29555,506-30-9,10467,10035,C06425,HMDB02212,1.0645,0.8254,0.7226,1.0415,0.6616,1.7788,1.0652,1.2513,1.8344,3.8056,1.6655,0.8326,0.8720,1.0504,1.3172,1.5506,1.0418,1.0324,0.9676,1.1385
1025,arachidonate (20:4n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),1110,LC/MS Neg,229,5535,303.23295,506-32-1,444899,392692,C00219,HMDB01043,0.7070,0.7706,1.0094,0.6913,0.7757,1.5068,1.0170,1.7830,1.3026,2.8292,1.2653,0.8937,1.4428,0.9610,1.5334,1.4413,1.4482,1.7138,0.8251,1.4972
319,arginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1638,LC/MS Pos,231,700,175.11896,1119-34-2,232,227,C00062,HMDB00517,1.3652,1.0119,0.8235,1.2611,0.9501,1.1918,1.4183,0.9881,1.4333,4.8076,1.2696,1.0420,0.8480,0.9551,1.4421,1.0889,1.0836,0.8401,1.0624,1.0415
324,argininosuccinate,Amino Acid,Urea cycle; Arginine and Proline Metabolism,15497,LC/MS Neg,232,638.1,289.11536,156637-58-0,16950;828,805,C03406,HMDB00052,1.1161,1.6037,0.7819,1.7913,1.4909,0.4096,1.6092,0.3176,0.8567,1.3446,0.4448,1.6972,0.1512,0.8228,0.1923,0.2013,1.0551,0.3069,1.4391,0.9707
29,asparagine,Amino Acid,Alanine and Aspartate Metabolism,512,LC/MS Pos,917,679,133.06077,70-47-3,6267,6031,C00152,HMDB00168,1.3099,1.1350,1.3092,1.0694,1.4218,1.0043,1.6225,1.4555,1.2263,6.5142,0.7266,0.9753,1.0574,0.6671,1.0779,0.5623,0.9853,0.9195,0.7146,0.9467
27,aspartate,Amino Acid,Alanine and Aspartate Metabolism,443,LC/MS Polar,234,3500,132.03023,56-84-8,5960,5745,C00049,HMDB00191,1.1563,1.0853,1.4087,0.7615,0.9475,0.8193,0.6775,0.7684,0.5224,0.5178,0.5396,0.7853,1.4428,0.6719,0.2317,0.6078,0.9120,1.1623,0.8596,0.5779
1003,behenate (22:0),Lipid,Long Chain Fatty Acid,12125,GC/MS,314,2143,397.4,112-85-6,8215,7923,C08281,HMDB00944,1.3780,0.9499,0.9063,1.2193,1.0930,1.2346,1.7155,0.9494,0.9482,1.5329,1.0175,0.9610,1.5581,0.8615,0.3788,1.3286,1.8158,1.6436,0.6982,0.3788
2599,benzoate,Xenobiotics,Benzoate Metabolism,15778,LC/MS Neg,100000008,1750,121.0295,65-85-0,243,238,C00180,HMDB01870,0.9954,0.7406,0.6396,0.5672,0.8102,1.1579,1.1434,0.8897,1.2812,4.6856,1.1896,0.8104,0.7024,0.5632,1.1939,1.3290,1.0046,0.7272,0.6272,0.8986
2451,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",55,GC/MS,244,1451.8,174,56-41-7;107-95-9,239,234,C00099,HMDB00056,1.5584,1.0676,0.8355,0.8053,0.9531,2.3969,2.1465,1.4244,1.8977,1.5369,1.0000,0.7861,0.8068,0.7591,0.9500,0.8976,0.4095,0.5453,0.4326,0.7928
245,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",12129,LC/MS Neg,1442,1027,117.05572,625-08-1,69362,62571,,HMDB00754,1.2947,0.9468,0.7050,0.8576,1.0750,1.0527,1.1194,1.0443,0.6369,0.5983,1.7166,0.9924,1.0603,0.9778,0.6028,1.6696,1.5189,1.3557,0.9600,1.7293
6,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",3141,LC/MS Pos,799,734,118.08626,107-43-7,247,"24,219,951,173",C00719,HMDB00043,0.3867,1.0579,0.7655,1.1470,1.0524,0.5603,1.1214,1.0586,1.1953,2.0070,0.3439,0.9528,0.7292,0.9971,1.1085,0.3509,1.1098,0.7682,0.9516,1.0208
2544,biopterin,Cofactors and Vitamins,Tetrahydrobiopterin Metabolism,12358,LC/MS Pos,1548,1562.7,238.09347,22150-76-1,445040,392795,C06313,HMDB00468,0.2612,0.2987,0.0673,0.1383,0.7013,1.1784,0.9937,0.3420,0.5950,1.6189,0.0681,0.3508,0.0668,0.0998,0.5574,0.1536,0.2183,0.0668,0.0668,0.2619
1176,butyrylcarnitine,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32412,LC/MS Pos,100001054,1977,232.15434,25576-40-3,439829,184820,C02862,HMDB02013,0.7079,0.7449,1.4839,0.3698,0.4289,0.5587,0.8563,1.0044,0.9139,2.7335,0.5621,0.9068,0.9859,0.2367,1.5109,0.3425,0.5371,0.7793,0.2792,0.3942
231,C-glycosyltryptophan,Amino Acid,Tryptophan Metabolism,48782,LC/MS Pos,100006379,1907,367.14998,180509-18-6,10981970,9157171,,,0.9683,1.2158,2.3196,1.7277,1.0303,0.7961,0.9762,1.5325,1.2831,0.7431,0.9911,0.9779,2.0579,1.4827,0.6194,0.8006,0.9401,1.8273,1.4822,1.1059
89,cadaverine,Amino Acid,Lysine Metabolism,15308,LC/MS Pos,100000110,593.9,103.12298,462-94-2;1476-39-7,273,13866593,C01672,HMDB02322,1.3479,0.5243,0.6488,1.1338,1.2084,0.2816,0.9439,0.2366,0.0316,0.9802,0.1032,0.0316,0.4482,1.0124,0.1956,0.0463,0.2191,0.4196,1.2321,2.0275
972,caprate (10:0),Lipid,Medium Chain Fatty Acid,1642,LC/MS Neg,888,5090.7,171.13905,112-37-8,2969,2863,C01571,HMDB00511,0.9157,0.5602,0.7121,0.7607,0.7267,1.6235,1.0761,1.1700,1.6062,3.3341,1.5279,1.0155,0.7902,0.8928,1.5286,1.5745,1.0368,1.1243,0.5826,1.0261
968,caproate (6:0),Lipid,Medium Chain Fatty Acid,32489,LC/MS Neg,926,2713.7,115.07645,142-62-1,8892,8552,C01585,HMDB00535,0.9655,0.7916,0.5659,0.5916,0.9167,1.8309,1.1081,1.2676,1.2028,4.9326,0.8774,0.9351,1.0247,0.8538,1.8404,1.2849,0.8164,0.9521,0.7288,1.2823
970,caprylate (8:0),Lipid,Medium Chain Fatty Acid,32492,LC/MS Neg,932,4362,143.10775,124-07-2,379,370,C06423,HMDB00482,1.1048,0.7153,0.6086,0.6928,0.7472,1.7131,1.3583,0.9828,1.3612,4.2711,1.3402,0.9330,0.9082,0.8417,1.7547,1.2879,1.1604,0.9126,0.6327,1.0598
1212,carnitine,Lipid,Carnitine Metabolism,15500,LC/MS Pos,100000007,688.9,162.11247,461-05-2,10917,10455,C00318,HMDB00062,0.8732,0.4735,1.1138,0.3756,0.5763,1.1891,0.7755,1.3701,0.6627,1.5018,0.6623,0.5374,1.1351,0.3891,0.7676,0.6227,0.5697,1.0582,0.3891,0.6291
1601,cholesterol,Lipid,Sterol,63,GC/MS,266,2316.9,329.3,57-88-5,11025495,4937803,C00187,HMDB00067,1.0960,0.9021,1.0322,0.9281,0.8240,1.3724,1.0055,1.1216,1.0543,1.5949,1.1162,0.9326,1.1462,0.9703,0.9996,1.2177,1.1942,1.0576,0.9103,1.2406
1381,choline,Lipid,Phospholipid Metabolism,15506,LC/MS Pos,1256,675,104.10699,67-48-1,305,149278,C00114,HMDB00097,1.1133,0.8459,0.9157,0.7383,0.8802,1.3888,1.0122,0.9681,0.8991,2.6974,1.2408,0.7858,1.0305,0.7213,1.0730,1.2262,0.9395,1.1788,0.7830,0.9439
1382,choline phosphate,Lipid,Phospholipid Metabolism,34396,LC/MS Pos,267,692.5,184.07332,72556-74-2,1014,119298,C00588,HMDB01565,0.7539,0.5770,0.9658,0.6032,0.6693,0.9944,1.0056,1.2690,0.7873,3.5607,0.8827,0.6905,1.0192,0.5532,1.0575,0.7187,0.7443,0.9700,0.5339,0.6549
990,cis-vaccenate (18:1n7),Lipid,Long Chain Fatty Acid,33970,GC/MS,100001228,1987,339.3,506-17-2,5282761,4445888,C08367,HMDB03231,0.9993,0.7545,0.9027,0.8245,1.0234,1.0974,1.0489,1.1653,1.3562,2.6564,1.0786,1.1255,0.8666,0.9410,1.5938,1.3909,1.4475,0.9667,0.7517,1.3611
944,citrate,Energy,TCA Cycle,1564,LC/MS Neg,1124,582,191.01973,77-92-9,311,305,C00158,HMDB00094,1.4991,0.8021,1.1926,0.6604,1.4104,1.2116,1.7298,1.0835,0.5217,3.6726,0.8511,0.6056,1.0093,0.8148,1.4942,0.6467,1.2607,0.9659,0.4928,0.5888
323,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,2132,LC/MS Polar,391,3250.1,174.08841,372-75-8,9750,810,C00327,HMDB00904,0.5964,0.1860,0.5586,0.4296,0.1860,1.9642,1.0809,1.8627,0.7478,0.1860,1.4627,0.1860,0.6989,1.0405,0.1860,1.4532,8.2138,1.0000,1.0231,2.6481
2514,coenzyme A,Cofactors and Vitamins,Pantothenate and CoA Metabolism,46322,LC/MS Neg,270,1448,382.55033,85-61-0;18439-24-2,317,311,C00010,HMDB01423,1.8033,1.8736,1.7433,0.9508,1.7282,1.4328,1.1312,1.0695,1.0030,0.7266,0.8698,1.6857,1.8954,0.9106,0.4814,0.6915,1.2319,1.7332,1.3891,0.8905
347,creatine,Amino Acid,Creatine Metabolism,27718,LC/MS Pos,1221,771,132.07676,57-00-1,586,566,C00300,HMDB00064,0.6851,0.6179,2.2622,0.5083,0.5064,1.3990,1.1495,3.4834,0.7742,3.6733,0.7828,0.7502,1.9877,0.4881,1.1678,0.6941,0.7778,1.9631,0.4665,0.5428
297,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",15705,LC/MS Pos,310,674.7,223.07471,535-34-2,439258,811,C02291,HMDB00099,1.0183,0.9379,2.6432,1.2888,0.4619,2.0560,1.3945,2.1702,0.7997,17.1157,0.7797,1.2160,2.1355,1.1877,2.3691,0.4543,1.2275,1.4357,1.1933,0.5267
302,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1868,LC/MS Pos,800,736.4,122.02703,52-90-4;56-89-3,5862,5653,C00097,HMDB00574,1.2977,1.3155,0.8856,1.1870,0.8991,1.5503,1.1180,0.8748,1.4158,0.9028,1.4336,1.6428,1.1317,1.0783,1.0584,1.3977,1.0502,1.1565,1.3363,0.8995
374,cysteine-glutathione disulfide,Amino Acid,Glutathione Metabolism,35159,LC/MS Pos,100001437,824,214.05123,13081-14-6,4247235,3455404,,HMDB00656,1.0273,1.0590,0.1661,0.7862,0.8387,2.1019,1.2897,1.3180,1.3671,1.8902,1.9093,1.7368,1.2990,0.8050,2.9917,2.0189,1.6272,1.9878,0.9489,2.4285
377,cysteinylglycine,Amino Acid,Glutathione Metabolism,35637,LC/MS Pos,278,790,179.0485,19246-18-5,439498,58762,C01419,HMDB00078,0.5978,0.9877,0.9013,0.9664,1.0768,0.6170,1.1553,1.3361,0.8030,2.6304,0.5903,1.1390,0.7170,0.9102,0.8267,0.6003,1.1270,0.6831,0.6764,1.2685
2459,cytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",514,LC/MS Pos,827,1075.9,244.0928,65-46-3,6175,5940,C00475,HMDB00089,0.8964,0.8088,1.3402,0.7159,0.9517,1.2025,1.0407,1.6778,1.4246,2.7828,1.1746,1.5323,1.4897,0.9318,1.5304,1.0107,0.9957,1.5054,0.9724,1.2355
1383,cytidine 5'-diphosphocholine,Lipid,Phospholipid Metabolism,34418,LC/MS Polar,1220,4200,533.10553,33818-15-4,13804,21531769,C00307,HMDB01413,2.1029,3.2822,18.1111,2.6044,0.9767,1.0758,2.6983,4.3396,1.3061,1.3486,2.6181,2.0637,13.3406,1.6521,0.8098,2.0912,2.6719,12.0786,1.8043,0.3394
2456,cytidine 5'-monophosphate (5'-CMP),Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2372,LC/MS Pos,282,890,324.05914,63-37-6,6131,5414497,C00055,HMDB00095,1.3999,0.6180,0.9578,0.4373,0.9703,1.5239,1.0243,1.1281,0.3336,1.8140,0.9757,0.6410,1.1449,0.5760,0.3755,0.8821,0.8635,1.1326,0.5258,0.5060
2455,cytidine diphosphate,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2841,LC/MS Neg,280,580,402.01091,34393-59-4,6132,5902,C00112,HMDB01546,13.3933,2.0090,3.4333,3.6657,2.7719,5.3692,2.3042,1.3776,0.5079,0.2472,2.1923,0.4673,1.4554,2.9405,0.0551,1.2134,0.7197,0.9664,2.1415,0.0551
2457,cytidine-3'-monophosphate (3'-CMP),Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2959,LC/MS Pos,105,1203,324.05914,84-52-6,66535,225079,C05822,,0.3430,0.9146,1.1153,0.7020,0.6019,0.6500,0.9324,1.5999,2.2220,1.8836,1.3377,2.1440,1.7887,0.6616,4.3136,0.9395,1.2246,2.2930,1.1566,0.9057
1389,cytidine-5'-diphosphoethanolamine,Lipid,Phospholipid Metabolism,34410,LC/MS Pos,100001407,761.8,447.06766,72842-05-8,123727,287,C00570,HMDB01564,2.3298,2.3774,4.0113,2.3084,1.5800,1.7787,3.5915,4.4299,1.7700,3.6693,2.5111,2.3730,3.6451,2.1142,1.3882,2.1151,2.4571,3.3908,1.7836,1.2766
1211,deoxycarnitine,Lipid,Carnitine Metabolism,36747,LC/MS Pos,100001662,742.4,146.11756,6249-56-5,134,705,C01181,HMDB01161,0.9530,1.2342,1.2724,1.3778,0.8592,1.0582,1.4980,1.6368,1.3148,1.6891,1.0257,1.1965,1.1299,1.0873,0.9438,0.8937,1.3406,1.2081,0.9437,0.8612
1776,deoxycholate,Lipid,Secondary Bile Acid Metabolism,1114,LC/MS Neg,302,5294,391.28538,83-44-3,222528,389318,C04483,HMDB00626,0.0304,0.0304,0.0895,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304
1600,desmosterol,Lipid,Sterol,6065,GC/MS,306,2329.1,129.1,313-04-2,439577,388662,C01802,HMDB02719,1.0587,0.9829,0.5759,0.8202,0.9406,1.9213,1.5993,1.5958,1.4164,2.4253,0.9116,1.5112,1.0680,1.3448,2.0450,1.0346,1.1158,0.8139,0.9080,1.1892
